question_id,video_id,video_url,question,answer,option_0,option_1,option_2,option_3,option_4,correct_answer,movie_title,movie_caption,movie_synopsis
XhgqNW-vXjQ_01,XhgqNW-vXjQ,https://www.youtube.com/watch?v=XhgqNW-vXjQ,What task was Dot responsible for in preparation for the birthday party?,Making the cake.,Planning the games.,Booking the venue.,Making the cake.,Wrapping the presents.,Decorating the house.,2,DOT,"A woman discovers her mother skipped her medication, then tries to track her down.","Trish is a harried young mother with a lot on her plate, preparing for her daughter's birthday party. But on that day, she discovers that her own mother Dot, tasked with making the cake, has been skipping her medications again.
Trying to track down the cake, Trish goes to her mother's house and discovers the space in disarray and her mother disoriented in the throes of an episode. In the confrontation, Trish's mother escapes into the neighborhood, bewildering the neighbors and forcing Trish to confront her unrealistic expectations about her mother and her ability to care for her."
XhgqNW-vXjQ_02,XhgqNW-vXjQ,https://www.youtube.com/watch?v=XhgqNW-vXjQ,Why does Trish go to her mother's house?,To track down the cake after discovering her mother has been skipping medications.,To pick up party supplies.,To return a borrowed book.,To borrow a recipe.,To track down the cake after discovering her mother has been skipping medications.,To deliver an invitation.,3,DOT,"A woman discovers her mother skipped her medication, then tries to track her down.","Trish is a harried young mother with a lot on her plate, preparing for her daughter's birthday party. But on that day, she discovers that her own mother Dot, tasked with making the cake, has been skipping her medications again.
Trying to track down the cake, Trish goes to her mother's house and discovers the space in disarray and her mother disoriented in the throes of an episode. In the confrontation, Trish's mother escapes into the neighborhood, bewildering the neighbors and forcing Trish to confront her unrealistic expectations about her mother and her ability to care for her."
XhgqNW-vXjQ_03,XhgqNW-vXjQ,https://www.youtube.com/watch?v=XhgqNW-vXjQ,What condition is Trish's mother Dot in when Trish finds her?,Disoriented in the throes of an episode.,Playful and creative.,Disoriented in the throes of an episode.,Calm and collected.,Sad and tearful.,Angry and confrontational.,1,DOT,"A woman discovers her mother skipped her medication, then tries to track her down.","Trish is a harried young mother with a lot on her plate, preparing for her daughter's birthday party. But on that day, she discovers that her own mother Dot, tasked with making the cake, has been skipping her medications again.
Trying to track down the cake, Trish goes to her mother's house and discovers the space in disarray and her mother disoriented in the throes of an episode. In the confrontation, Trish's mother escapes into the neighborhood, bewildering the neighbors and forcing Trish to confront her unrealistic expectations about her mother and her ability to care for her."
XhgqNW-vXjQ_04,XhgqNW-vXjQ,https://www.youtube.com/watch?v=XhgqNW-vXjQ,What does Trish discover about her mother's house?,It is in disarray.,It is impeccably organized.,It is being renovated.,It is completely empty.,It is in disarray.,It is a model showcase.,3,DOT,"A woman discovers her mother skipped her medication, then tries to track her down.","Trish is a harried young mother with a lot on her plate, preparing for her daughter's birthday party. But on that day, she discovers that her own mother Dot, tasked with making the cake, has been skipping her medications again.
Trying to track down the cake, Trish goes to her mother's house and discovers the space in disarray and her mother disoriented in the throes of an episode. In the confrontation, Trish's mother escapes into the neighborhood, bewildering the neighbors and forcing Trish to confront her unrealistic expectations about her mother and her ability to care for her."
XhgqNW-vXjQ_05,XhgqNW-vXjQ,https://www.youtube.com/watch?v=XhgqNW-vXjQ,How does Dot react during the confrontation with Trish?,She escapes into the neighborhood.,She breaks down in tears.,She becomes defensive and argumentative.,She apologizes and explains herself.,She escapes into the neighborhood.,She gives Trish a hug.,3,DOT,"A woman discovers her mother skipped her medication, then tries to track her down.","Trish is a harried young mother with a lot on her plate, preparing for her daughter's birthday party. But on that day, she discovers that her own mother Dot, tasked with making the cake, has been skipping her medications again.
Trying to track down the cake, Trish goes to her mother's house and discovers the space in disarray and her mother disoriented in the throes of an episode. In the confrontation, Trish's mother escapes into the neighborhood, bewildering the neighbors and forcing Trish to confront her unrealistic expectations about her mother and her ability to care for her."
XhgqNW-vXjQ_06,XhgqNW-vXjQ,https://www.youtube.com/watch?v=XhgqNW-vXjQ,What is Trish forced to confront after her mother escapes?,Her unrealistic expectations about her mother and her ability to care for her.,Her community's lack of support.,Her unrealistic expectations about her mother and her ability to care for her.,Her own neglected responsibilities.,Her mother's hidden talents.,Her mother's mysterious past.,1,DOT,"A woman discovers her mother skipped her medication, then tries to track her down.","Trish is a harried young mother with a lot on her plate, preparing for her daughter's birthday party. But on that day, she discovers that her own mother Dot, tasked with making the cake, has been skipping her medications again.
Trying to track down the cake, Trish goes to her mother's house and discovers the space in disarray and her mother disoriented in the throes of an episode. In the confrontation, Trish's mother escapes into the neighborhood, bewildering the neighbors and forcing Trish to confront her unrealistic expectations about her mother and her ability to care for her."
XjMi-Ldz820_00,XjMi-Ldz820,https://www.youtube.com/watch?v=XjMi-Ldz820,how do nathan and khaled first interact with each other ?,They first interact by kicking a ball over the border wall between them.,They first interact by accidentally bumping into each other around a corner.,They first interact by exchanging drawings through a crack in the wall.,They first interact by waving at each other from a distance.,They first interact through a secret message passed via a pigeon.,They first interact by kicking a ball over the border wall between them.,4,OVER THE WALL,An Israeli boy and a Palestinian boy discover the truth isn't what they're told.,"Nathan is walking to school one day, making his way along the border wall between Israel and the Gaza Strip. Quite unexpectedly, a ball falls from the other side. He kicks it over, only to have it returned. He then meets another boy, Khaled, on the other side.
A friendship soon develops between the two, and they find ways to play and bond with one another, even with the wall between them. But as the realities of where they live come to the fore, their friendship may not quite survive."
XjMi-Ldz820_01,XjMi-Ldz820,https://www.youtube.com/watch?v=XjMi-Ldz820,Where is Nathan walking when he discovers the ball from Khaled?,Nathan is walking to school along the border wall between Israel and the Gaza Strip.,Nathan is walking in a park in Jerusalem.,Nathan is walking through a desert near the Dead Sea.,Nathan is walking to school along the border wall between Israel and the Gaza Strip.,Nathan is walking through a marketplace in downtown Tel Aviv.,Nathan is walking along the beach in Haifa.,2,OVER THE WALL,An Israeli boy and a Palestinian boy discover the truth isn't what they're told.,"Nathan is walking to school one day, making his way along the border wall between Israel and the Gaza Strip. Quite unexpectedly, a ball falls from the other side. He kicks it over, only to have it returned. He then meets another boy, Khaled, on the other side.
A friendship soon develops between the two, and they find ways to play and bond with one another, even with the wall between them. But as the realities of where they live come to the fore, their friendship may not quite survive."
XjMi-Ldz820_02,XjMi-Ldz820,https://www.youtube.com/watch?v=XjMi-Ldz820,what significant barrier exists between nathan and khaled ?,A border wall between Israel and the Gaza Strip.,A minefield with barbed wire fences surrounding it.,A river with treacherous rapids running through their towns.,A network of guard towers manned by military forces.,A border wall between Israel and the Gaza Strip.,An underground tunnel system dividing their neighborhoods.,3,OVER THE WALL,An Israeli boy and a Palestinian boy discover the truth isn't what they're told.,"Nathan is walking to school one day, making his way along the border wall between Israel and the Gaza Strip. Quite unexpectedly, a ball falls from the other side. He kicks it over, only to have it returned. He then meets another boy, Khaled, on the other side.
A friendship soon develops between the two, and they find ways to play and bond with one another, even with the wall between them. But as the realities of where they live come to the fore, their friendship may not quite survive."
XjMi-Ldz820_03,XjMi-Ldz820,https://www.youtube.com/watch?v=XjMi-Ldz820,how is the friendship between nathan and khaled initially developed ?,Their friendship develops through playing and bonding across the wall.,Their friendship develops through playing and bonding across the wall.,Their friendship grows from a chance encounter at a local charity event.,Their friendship forms through a pen pal exchange organized by a teacher.,Their friendship starts with a shared interest in photography.,Their friendship begins with a mutual admiration for soccer legends.,0,OVER THE WALL,An Israeli boy and a Palestinian boy discover the truth isn't what they're told.,"Nathan is walking to school one day, making his way along the border wall between Israel and the Gaza Strip. Quite unexpectedly, a ball falls from the other side. He kicks it over, only to have it returned. He then meets another boy, Khaled, on the other side.
A friendship soon develops between the two, and they find ways to play and bond with one another, even with the wall between them. But as the realities of where they live come to the fore, their friendship may not quite survive."
XjMi-Ldz820_04,XjMi-Ldz820,https://www.youtube.com/watch?v=XjMi-Ldz820,what main external factor challenges nathan and khaled's friendship ?,The realities of where they live challenge their friendship.,A language barrier hinders their communication and mutual understanding.,Their families disapprove of their friendship due to cultural differences.,A rival sports team rivalry adds tension to their relationship.,A natural disaster strikes their towns causing chaos and separation.,The realities of where they live challenge their friendship.,4,OVER THE WALL,An Israeli boy and a Palestinian boy discover the truth isn't what they're told.,"Nathan is walking to school one day, making his way along the border wall between Israel and the Gaza Strip. Quite unexpectedly, a ball falls from the other side. He kicks it over, only to have it returned. He then meets another boy, Khaled, on the other side.
A friendship soon develops between the two, and they find ways to play and bond with one another, even with the wall between them. But as the realities of where they live come to the fore, their friendship may not quite survive."
XvOF9P0CZHE_00,XvOF9P0CZHE,https://www.youtube.com/watch?v=XvOF9P0CZHE,where is the movie set?,The movie is set in Singapore.,The movie is set in Malaysia.,The movie is set in Thailand.,The movie is set in Singapore.,The movie is set in Indonesia.,The movie is set in Vietnam.,2,AN ISLAND DRIFTS,A young teacher presses for the truth from a maladjusted student.,"Andrew is a young boy in elementary school in Singapore, and he has a crush on a classmate. While playing during recess on the playground one day, he accidentally knocks over his crush and falls on top of her.
Andrew’s teacher, Glen, is tasked with dealing with the incident, but when questioned, Andrew denies he did anything, getting a firm reprimand from Glen. Glen tells Andrew that the school will have to meet with his mother to discuss what happened. Andrew goes home before his mother arrives and ""deals"" with the problem himself, leading to a devastating chain of events that causes Glen to question everything."
XvOF9P0CZHE_01,XvOF9P0CZHE,https://www.youtube.com/watch?v=XvOF9P0CZHE,who is the main child character ?,The main child character is Andrew.,The main child character is Liam.,The main child character is Jack.,The main child character is Ethan.,The main child character is Noah.,The main child character is Andrew.,4,AN ISLAND DRIFTS,A young teacher presses for the truth from a maladjusted student.,"Andrew is a young boy in elementary school in Singapore, and he has a crush on a classmate. While playing during recess on the playground one day, he accidentally knocks over his crush and falls on top of her.
Andrew’s teacher, Glen, is tasked with dealing with the incident, but when questioned, Andrew denies he did anything, getting a firm reprimand from Glen. Glen tells Andrew that the school will have to meet with his mother to discuss what happened. Andrew goes home before his mother arrives and ""deals"" with the problem himself, leading to a devastating chain of events that causes Glen to question everything."
XvOF9P0CZHE_03,XvOF9P0CZHE,https://www.youtube.com/watch?v=XvOF9P0CZHE,What role does Glen have in the movie?,Glen is Andrew’s teacher.,Glen is Andrew’s doctor.,Glen is Andrew’s neighbor.,Glen is Andrew’s teacher.,Glen is Andrew’s coach.,Glen is Andrew’s father.,2,AN ISLAND DRIFTS,A young teacher presses for the truth from a maladjusted student.,"Andrew is a young boy in elementary school in Singapore, and he has a crush on a classmate. While playing during recess on the playground one day, he accidentally knocks over his crush and falls on top of her.
Andrew’s teacher, Glen, is tasked with dealing with the incident, but when questioned, Andrew denies he did anything, getting a firm reprimand from Glen. Glen tells Andrew that the school will have to meet with his mother to discuss what happened. Andrew goes home before his mother arrives and ""deals"" with the problem himself, leading to a devastating chain of events that causes Glen to question everything."
XvOF9P0CZHE_05,XvOF9P0CZHE,https://www.youtube.com/watch?v=XvOF9P0CZHE,What action does Andrew take before his mother's meeting with the school?,Andrew goes home and 'deals' with the problem himself.,Andrew confides in his teacher about the incident before the meeting.,Andrew goes home and 'deals' with the problem himself.,Andrew runs away from home to avoid the meeting.,Andrew convinces his crush to take the blame at the meeting.,Andrew creates a detailed plan to explain the truth at the meeting.,1,AN ISLAND DRIFTS,A young teacher presses for the truth from a maladjusted student.,"Andrew is a young boy in elementary school in Singapore, and he has a crush on a classmate. While playing during recess on the playground one day, he accidentally knocks over his crush and falls on top of her.
Andrew’s teacher, Glen, is tasked with dealing with the incident, but when questioned, Andrew denies he did anything, getting a firm reprimand from Glen. Glen tells Andrew that the school will have to meet with his mother to discuss what happened. Andrew goes home before his mother arrives and ""deals"" with the problem himself, leading to a devastating chain of events that causes Glen to question everything."
XvOF9P0CZHE_06,XvOF9P0CZHE,https://www.youtube.com/watch?v=XvOF9P0CZHE,What is the outcome of Andrew's action at home?,Andrew's action leads to a devastating chain of events.,Andrew's action leads to a heartwarming reconciliation.,Andrew's action leads to a devastating chain of events.,Andrew's action results in him winning a school award.,Andrew's action causes him to become a hero in his class.,Andrew's action helps him uncover a family secret.,1,AN ISLAND DRIFTS,A young teacher presses for the truth from a maladjusted student.,"Andrew is a young boy in elementary school in Singapore, and he has a crush on a classmate. While playing during recess on the playground one day, he accidentally knocks over his crush and falls on top of her.
Andrew’s teacher, Glen, is tasked with dealing with the incident, but when questioned, Andrew denies he did anything, getting a firm reprimand from Glen. Glen tells Andrew that the school will have to meet with his mother to discuss what happened. Andrew goes home before his mother arrives and ""deals"" with the problem himself, leading to a devastating chain of events that causes Glen to question everything."
XvOF9P0CZHE_07,XvOF9P0CZHE,https://www.youtube.com/watch?v=XvOF9P0CZHE,How does the playground incident affect Glen’s perception?,The incident causes Glen to question everything.,The incident causes Glen to question everything.,The incident leads Glen to resign from his teaching position.,The incident causes Glen to seek help from a counselor.,The incident makes Glen convinced of Andrew's innocence.,The incident prompts Glen to transfer Andrew to another school.,0,AN ISLAND DRIFTS,A young teacher presses for the truth from a maladjusted student.,"Andrew is a young boy in elementary school in Singapore, and he has a crush on a classmate. While playing during recess on the playground one day, he accidentally knocks over his crush and falls on top of her.
Andrew’s teacher, Glen, is tasked with dealing with the incident, but when questioned, Andrew denies he did anything, getting a firm reprimand from Glen. Glen tells Andrew that the school will have to meet with his mother to discuss what happened. Andrew goes home before his mother arrives and ""deals"" with the problem himself, leading to a devastating chain of events that causes Glen to question everything."
Xzn0AqLCsb0_06,Xzn0AqLCsb0,https://www.youtube.com/watch?v=Xzn0AqLCsb0,what perspective is the movie told from?,The piñata's perspective.,The piñata's perspective.,The queen's perspective.,The knight's perspective.,The king's perspective.,The wizard's perspective.,0,A KING'S BETRAYAL,"The tragic, final 24 hours in the life of a pinata, as told from the pinata perspective.","A pinata sits on a shelf in a store with his ""brothers and sisters,"" longing to experience life on the outside world and wondering just what his purpose is.
One magical day, he is chosen by a ""king,"" a thrilling moment that also marks his transition to the world beyond the store. Deciding that his purpose is to make his king happy, the pinata enjoys the sights and sounds of life and especially the affection of his king -- only to discover that life is not what it initially seems."
Xzn0AqLCsb0_07,Xzn0AqLCsb0,https://www.youtube.com/watch?v=Xzn0AqLCsb0,What major transition does the piñata undergo in the movie?,Transition from the world inside the store to the world outside.,Transition from the world inside the store to the world outside.,Transition from silence to music.,Transition from day to night.,Transition from summer to winter.,Transition from happiness to sadness.,0,A KING'S BETRAYAL,"The tragic, final 24 hours in the life of a pinata, as told from the pinata perspective.","A pinata sits on a shelf in a store with his ""brothers and sisters,"" longing to experience life on the outside world and wondering just what his purpose is.
One magical day, he is chosen by a ""king,"" a thrilling moment that also marks his transition to the world beyond the store. Deciding that his purpose is to make his king happy, the pinata enjoys the sights and sounds of life and especially the affection of his king -- only to discover that life is not what it initially seems."
Xzn0AqLCsb0_09,Xzn0AqLCsb0,https://www.youtube.com/watch?v=Xzn0AqLCsb0,What key event marks the beginning of the piñata's journey to discover its purpose?,Being chosen by a 'king'.,Receiving an ancient map.,Winning a riddle contest.,Being chosen by a 'king'.,Rescuing a lost puppy.,Falling into a magical hole.,2,A KING'S BETRAYAL,"The tragic, final 24 hours in the life of a pinata, as told from the pinata perspective.","A pinata sits on a shelf in a store with his ""brothers and sisters,"" longing to experience life on the outside world and wondering just what his purpose is.
One magical day, he is chosen by a ""king,"" a thrilling moment that also marks his transition to the world beyond the store. Deciding that his purpose is to make his king happy, the pinata enjoys the sights and sounds of life and especially the affection of his king -- only to discover that life is not what it initially seems."
Y4KKquNL7vk_02,Y4KKquNL7vk,https://www.youtube.com/watch?v=Y4KKquNL7vk,why does the pianist eventually let the songbird stay ?,He resigns and lets it stay after it refuses to leave.,He resigns and lets it stay after it refuses to leave.,He plans to sell the bird to a pet shop.,He finds out the bird brings good luck.,He feels guilty for scaring the bird.,He decides to train the bird to perform with him.,0,MORNING JOY,A depressed man plays piano with a bird -- and rediscovers his zest for life.,"A depressed pianist is sitting at his instrument, trying to summon the energy and will to play and compose. Recently widowed, he can barely bring himself to do much of anything, much less play music.
But when a cheerful songbird lands in his window, the pianist tries to chase it out, but the intrepid creature refuses to leave. Resigned, the pianist lets it stay. Encouraged by the bird to play, the pianist finds himself engaged in an unexpected duet -- one that both returns his zest for music and consoles him in his grief."
Y4KKquNL7vk_04,Y4KKquNL7vk,https://www.youtube.com/watch?v=Y4KKquNL7vk,does the pianist perform solo music or with someone/something else ?,He finds himself engaged in a duet with the songbird.,He hires a professional pianist to play with him.,"He plays only slow, melancholic tunes by himself.",He joins a band to perform upbeat music.,He creates a virtual music group with online friends.,He finds himself engaged in a duet with the songbird.,4,MORNING JOY,A depressed man plays piano with a bird -- and rediscovers his zest for life.,"A depressed pianist is sitting at his instrument, trying to summon the energy and will to play and compose. Recently widowed, he can barely bring himself to do much of anything, much less play music.
But when a cheerful songbird lands in his window, the pianist tries to chase it out, but the intrepid creature refuses to leave. Resigned, the pianist lets it stay. Encouraged by the bird to play, the pianist finds himself engaged in an unexpected duet -- one that both returns his zest for music and consoles him in his grief."
Y4KKquNL7vk_05,Y4KKquNL7vk,https://www.youtube.com/watch?v=Y4KKquNL7vk,what is the primary emotional struggle of the pianist in the film the movie?,The pianist is dealing with deep grief and depression.,The pianist is dealing with deep grief and depression.,The pianist is battling a fear of success.,The pianist is facing a creative block.,The pianist is overwhelmed by financial troubles.,The pianist is struggling with stage fright.,0,MORNING JOY,A depressed man plays piano with a bird -- and rediscovers his zest for life.,"A depressed pianist is sitting at his instrument, trying to summon the energy and will to play and compose. Recently widowed, he can barely bring himself to do much of anything, much less play music.
But when a cheerful songbird lands in his window, the pianist tries to chase it out, but the intrepid creature refuses to leave. Resigned, the pianist lets it stay. Encouraged by the bird to play, the pianist finds himself engaged in an unexpected duet -- one that both returns his zest for music and consoles him in his grief."
Y4KKquNL7vk_06,Y4KKquNL7vk,https://www.youtube.com/watch?v=Y4KKquNL7vk,how does the pianist's relationship with the songbird begin ?,"The relationship begins with the pianist trying to chase the bird away, but ends with him accepting its presence.","The relationship begins with the pianist trying to chase the bird away, but ends with him accepting its presence.",The bird lands on the piano and starts singing along immediately.,The bird brings a letter from a long-lost relative to the pianist.,The bird leads the pianist to a hidden treasure in the house.,The pianist discovers the bird is actually a person transformed by magic.,0,MORNING JOY,A depressed man plays piano with a bird -- and rediscovers his zest for life.,"A depressed pianist is sitting at his instrument, trying to summon the energy and will to play and compose. Recently widowed, he can barely bring himself to do much of anything, much less play music.
But when a cheerful songbird lands in his window, the pianist tries to chase it out, but the intrepid creature refuses to leave. Resigned, the pianist lets it stay. Encouraged by the bird to play, the pianist finds himself engaged in an unexpected duet -- one that both returns his zest for music and consoles him in his grief."
YP1b_Sw62eQ_00,YP1b_Sw62eQ,https://www.youtube.com/watch?v=YP1b_Sw62eQ,who is the main character ?,Spencer,Spencer,Dexter,Ethan,Travis,Parker,0,CRAZY HANDS,A man wakes up to discover his hands have a life of their own.,"Spencer wakes up one morning only to discover that his hands have taken on a life of their own -- they shake uncontrollably, disrupting all his everyday routines.
As he rides into town on his bike, his hands have other ideas and pull him into awkward situations where he tries to hide his affliction. But once he reaches his breaking point, he discovers the key to his ailment."
YP1b_Sw62eQ_02,YP1b_Sw62eQ,https://www.youtube.com/watch?v=YP1b_Sw62eQ,How do Spencer's hands affect his daily routines?,"They shake uncontrollably, disrupting his routines.",They start cleaning everything compulsively.,They turn invisible at random times.,They emit bright light when touched.,"They shake uncontrollably, disrupting his routines.",They predict future events accurately.,3,CRAZY HANDS,A man wakes up to discover his hands have a life of their own.,"Spencer wakes up one morning only to discover that his hands have taken on a life of their own -- they shake uncontrollably, disrupting all his everyday routines.
As he rides into town on his bike, his hands have other ideas and pull him into awkward situations where he tries to hide his affliction. But once he reaches his breaking point, he discovers the key to his ailment."
YP1b_Sw62eQ_03,YP1b_Sw62eQ,https://www.youtube.com/watch?v=YP1b_Sw62eQ,What form of transportation does Spencer use to travel into town?,He rides a bike.,He walks on stilts.,He rides a bike.,He takes a bus.,He hops on a skateboard.,He drives a vintage car.,1,CRAZY HANDS,A man wakes up to discover his hands have a life of their own.,"Spencer wakes up one morning only to discover that his hands have taken on a life of their own -- they shake uncontrollably, disrupting all his everyday routines.
As he rides into town on his bike, his hands have other ideas and pull him into awkward situations where he tries to hide his affliction. But once he reaches his breaking point, he discovers the key to his ailment."
YP1b_Sw62eQ_05,YP1b_Sw62eQ,https://www.youtube.com/watch?v=YP1b_Sw62eQ,How does Spencer try to manage or conceal his problem in public?,He tries to hide his affliction.,He displays his hands proudly.,He starts juggling balls in the air.,He tries to hide his affliction.,He wears gloves to showcase his hands.,He performs handstands to distract others.,2,CRAZY HANDS,A man wakes up to discover his hands have a life of their own.,"Spencer wakes up one morning only to discover that his hands have taken on a life of their own -- they shake uncontrollably, disrupting all his everyday routines.
As he rides into town on his bike, his hands have other ideas and pull him into awkward situations where he tries to hide his affliction. But once he reaches his breaking point, he discovers the key to his ailment."
YP1b_Sw62eQ_06,YP1b_Sw62eQ,https://www.youtube.com/watch?v=YP1b_Sw62eQ,What does Spencer discover that helps with his hand problem?,He discovers the key to his ailment.,He seeks guidance from a fortune teller.,He gains his powers from a magical ring.,He joins a hand puppetry class.,He discovers the key to his ailment.,He learns a secret hand-strengthening technique.,3,CRAZY HANDS,A man wakes up to discover his hands have a life of their own.,"Spencer wakes up one morning only to discover that his hands have taken on a life of their own -- they shake uncontrollably, disrupting all his everyday routines.
As he rides into town on his bike, his hands have other ideas and pull him into awkward situations where he tries to hide his affliction. But once he reaches his breaking point, he discovers the key to his ailment."
YPHDGgnsgko_00,YPHDGgnsgko,https://www.youtube.com/watch?v=YPHDGgnsgko,what event are saul and jeronimo excited to attend in the film the movie?,"They are excited to attend El Clasico, the soccer game.","They are excited to attend El Clasico, the soccer game.","They are excited to attend the Copa Libertadores final, a massive basketball championship.","They are excited to attend the World Cup finals, the pinnacle of ice hockey matches.","They are excited to attend the Marathon des Sables, an extreme desert running race.","They are excited to attend the local chess tournament, a high-stakes intellectual battle.",0,EL CLASICO,Two friends drive to a big soccer match in Mexico City. Then the police pull them over.,"Saul and Jeronimo, are psyched for El Clasico, the soccer game that has all of Mexico excited. Jeronimo is a young teen and Saul is his driver, but the two are bonded over their love of the game.
As they make their way to the game across Mexico City, Jeronimo sees a different part of the city he lives in, where he finds himself in a tight spot in Saul's barrio. But as they make their way towards the game, they run into difficulties -- ones that expose the wide gulf between the two friends, beyond just their ages and levels of experience."
YPHDGgnsgko_02,YPHDGgnsgko,https://www.youtube.com/watch?v=YPHDGgnsgko,"As they drive to the soccer match, what does Jeronimo experience for the first time?",Jeronimo sees a different part of Mexico City and finds himself in a tight spot in Saul's barrio.,Jeronimo encounters a secret underground network of tunnels below Mexico City.,Jeronimo witnesses a street art competition in a vibrant district of Mexico City.,Jeronimo sees a different part of Mexico City and finds himself in a tight spot in Saul's barrio.,Jeronimo observes a traditional Aztec dance performance in Mexico City's central square.,Jeronimo experiences his first flight in a helicopter over Mexico City's skyline.,2,EL CLASICO,Two friends drive to a big soccer match in Mexico City. Then the police pull them over.,"Saul and Jeronimo, are psyched for El Clasico, the soccer game that has all of Mexico excited. Jeronimo is a young teen and Saul is his driver, but the two are bonded over their love of the game.
As they make their way to the game across Mexico City, Jeronimo sees a different part of the city he lives in, where he finds himself in a tight spot in Saul's barrio. But as they make their way towards the game, they run into difficulties -- ones that expose the wide gulf between the two friends, beyond just their ages and levels of experience."
YPHDGgnsgko_03,YPHDGgnsgko,https://www.youtube.com/watch?v=YPHDGgnsgko,what main issue arises as saul and jeronimo approach the soccer game ?,They run into difficulties that expose the wide gulf between their ages and levels of experience.,They face a language barrier while trying to communicate with the stadium security personnel.,"They get lost in Mexico City's maze-like streets, delaying their arrival at the game.","They have a flat tire on the way, forcing them to seek help from strangers in the barrio.",They run into difficulties that expose the wide gulf between their ages and levels of experience.,"They encounter unexpected ticket price increases, straining their budget for the game.",3,EL CLASICO,Two friends drive to a big soccer match in Mexico City. Then the police pull them over.,"Saul and Jeronimo, are psyched for El Clasico, the soccer game that has all of Mexico excited. Jeronimo is a young teen and Saul is his driver, but the two are bonded over their love of the game.
As they make their way to the game across Mexico City, Jeronimo sees a different part of the city he lives in, where he finds himself in a tight spot in Saul's barrio. But as they make their way towards the game, they run into difficulties -- ones that expose the wide gulf between the two friends, beyond just their ages and levels of experience."
YPeSa9x-JII_00,YPeSa9x-JII,https://www.youtube.com/watch?v=YPeSa9x-JII,Where do Brona and Alex wait for the man who could potentially donate sperm to them?,At a rural pub just off a busy motorway.,At a bustling airport terminal.,At a remote farmhouse deep in the countryside.,At a rural pub just off a busy motorway.,At a seaside resort on a sunny beach.,At a city cafe in the heart of downtown.,2,BABY GRAVY,A same-sex couple waits at roadside restaurant for the arrival of a man.,"Brona and Alex are at a rural pub just off a busy motorway. The two women are a couple, but their waiting for a man they've never met before. They're nervous, tense and excited all at once -- they're hoping the man will donate the sperm so they can have a baby.
The man is delayed, however, and all their insecurities about parenting and becoming a family begin to spill out into the open. Brona takes the process very seriously -- almost too seriously -- while Alex's optimistic, casual attitude rubs her the wrong way. When their original choice of donor seems to fall through, Brona suggests another candidate, and Alex's own insecurity comes up to the surface."
YPeSa9x-JII_02,YPeSa9x-JII,https://www.youtube.com/watch?v=YPeSa9x-JII,"Why are Brona and Alex nervous, tense, and excited?",Because they are hoping the man will donate sperm so they can have a baby.,Because they are waiting for a surprise party.,Because they are cautious about a business deal.,Because they are meeting a long-lost relative.,Because they are hoping the man will donate sperm so they can have a baby.,Because they are auditioning for a reality TV show.,3,BABY GRAVY,A same-sex couple waits at roadside restaurant for the arrival of a man.,"Brona and Alex are at a rural pub just off a busy motorway. The two women are a couple, but their waiting for a man they've never met before. They're nervous, tense and excited all at once -- they're hoping the man will donate the sperm so they can have a baby.
The man is delayed, however, and all their insecurities about parenting and becoming a family begin to spill out into the open. Brona takes the process very seriously -- almost too seriously -- while Alex's optimistic, casual attitude rubs her the wrong way. When their original choice of donor seems to fall through, Brona suggests another candidate, and Alex's own insecurity comes up to the surface."
YPeSa9x-JII_03,YPeSa9x-JII,https://www.youtube.com/watch?v=YPeSa9x-JII,How does the man they are waiting for impact their wait at the roadside restaurant?,He is delayed.,He brings unexpected guests.,He arrives early.,He changes the meeting location.,He cancels the meeting.,He is delayed.,4,BABY GRAVY,A same-sex couple waits at roadside restaurant for the arrival of a man.,"Brona and Alex are at a rural pub just off a busy motorway. The two women are a couple, but their waiting for a man they've never met before. They're nervous, tense and excited all at once -- they're hoping the man will donate the sperm so they can have a baby.
The man is delayed, however, and all their insecurities about parenting and becoming a family begin to spill out into the open. Brona takes the process very seriously -- almost too seriously -- while Alex's optimistic, casual attitude rubs her the wrong way. When their original choice of donor seems to fall through, Brona suggests another candidate, and Alex's own insecurity comes up to the surface."
YPeSa9x-JII_05,YPeSa9x-JII,https://www.youtube.com/watch?v=YPeSa9x-JII,How does Alex's attitude toward finding a sperm donor differ from Brona's?,"Alex has an optimistic, casual attitude.",Alex is competitive and aggressive.,Alex is indifferent and uncaring.,Alex is anxious and controlling.,Alex is skeptical and pessimistic.,"Alex has an optimistic, casual attitude.",4,BABY GRAVY,A same-sex couple waits at roadside restaurant for the arrival of a man.,"Brona and Alex are at a rural pub just off a busy motorway. The two women are a couple, but their waiting for a man they've never met before. They're nervous, tense and excited all at once -- they're hoping the man will donate the sperm so they can have a baby.
The man is delayed, however, and all their insecurities about parenting and becoming a family begin to spill out into the open. Brona takes the process very seriously -- almost too seriously -- while Alex's optimistic, casual attitude rubs her the wrong way. When their original choice of donor seems to fall through, Brona suggests another candidate, and Alex's own insecurity comes up to the surface."
